StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-09-27 10:43:31,2021-09-27 10:47:19,IP Address,98.188.38.186,100,228,True,2021-09-27 10:47:20,R_3ENeBVpTM341JRE,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Slightly important,Important,Extremely important,Very important,Important,Extremely important,,,Park,No,,,,,,,,,Female,41-55,4,0,White or Caucasian,"$150,000-$199,999"
2021-09-27 10:44:55,2021-09-27 10:51:27,IP Address,174.198.74.184,100,391,True,2021-09-27 10:51:27,R_s7GbR3JCBKRnmsV,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough quality housing,,Single family home,Important,Important,Important,Important,Very important,Important,Important,Slightly important,Important,,,"Grocery store, gas station, library. ",Yes,5,1,3,4,2,6,,"Clean up old run down properties.
",Female,41-55,2,1,White or Caucasian,"$80,000-$99,999"
2021-09-27 10:44:34,2021-09-27 10:53:19,IP Address,38.121.112.24,100,525,True,2021-09-27 10:53:19,R_3nxbgx9RT7GECiI,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in down-sizing,Would be interested in senior housing","$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,"Duplex,Townhome,Condo,Single family home,Independent Living Complex,Assisted Living Complex",Slightly important,Slightly important,Very important,Very important,Important,Not at all important,Important,Slightly important,Very important,Not at all important,,,,5,2,3,4,1,6,,,Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 10:53:05,2021-09-27 10:57:17,IP Address,174.198.65.67,100,252,True,2021-09-27 10:57:18,R_2DSNGUbvWqKn8fl,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Rent,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough of the right home styles,,"Condo,Apartment,Single family home",Extremely important,Extremely important,Slightly important,Very important,Slightly important,Very important,Very important,Very important,Very important,,,"Restaurants, theater, convenience store, bank, park",Yes,1,2,4,3,5,6,,"We need more rental properties ",Female,26 - 40,2,2,White or Caucasian,"$20,000-$39,999"
2021-09-27 10:57:35,2021-09-27 11:03:51,IP Address,70.100.133.194,100,375,True,2021-09-27 11:03:51,R_2QFNtK1qBhnuPLY,,,,,40.668304443359375,-94.7335968017578125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,Less than $300,Good,Yes,Yes,Not enough quality housing,,,Important,Very important,Slightly important,Slightly important,Slightly important,Not at all important,Extremely important,Important,Extremely important,,,,No,4,5,1,3,2,6,,,Female,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2021-09-27 11:06:24,2021-09-27 11:15:35,IP Address,198.217.24.95,100,550,True,2021-09-27 11:15:36,R_1KxWZr1hKGYppV7,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Important,Important,Not at all important,Very important,Extremely important,Slightly important,Important,,,"Restaurants, theater, rodeo ",Yes,2,1,5,3,4,6,,"Hire local business to help with the project ",Female,41-55,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-27 11:45:50,2021-09-27 11:49:22,IP Address,207.199.214.29,100,212,True,2021-09-27 11:49:22,R_0CbC8TCcpH7aTU5,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Carson,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Extremely important,Very important,Extremely important,Important,Slightly important,Not at all important,Very important,,,"Restaurants, parks",Yes,5,4,3,2,1,6,,"Draw businesses in, for more employment as well as enjoyment for locals",Male,26 - 40,2,0,White or Caucasian,"$150,000-$199,999"
2021-09-27 11:59:31,2021-09-27 12:04:47,IP Address,69.80.126.192,100,316,True,2021-09-27 12:04:48,R_30vgeIDswnQlnqK,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Extremely important,Important,Important,Extremely important,Not at all important,Extremely important,,,"Restaurants, exercise facility, parks, tennis courts, bike trails ",Yes,3,4,1,5,2,6,,,Female,41-55,3,0,White or Caucasian,"$200,000 or more"
2021-09-27 12:13:26,2021-09-27 12:19:16,IP Address,198.217.24.86,100,350,True,2021-09-27 12:19:17,R_1r1Vr7CH7Oqsfok,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,,Important,Important,Slightly important,Important,Slightly important,Not at all important,Slightly important,Slightly important,Very important,,,"Grocery store, bars/restaurant ",No,4,1,2,3,5,6,,,Female,41-55,2,0,White or Caucasian,"$100,000-$149,999"
2021-09-27 12:12:23,2021-09-27 12:19:18,IP Address,174.198.67.173,100,415,True,2021-09-27 12:19:19,R_3nBF03uxYMoVDx6,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,6-10 years,Carson,,,,Would be interested in an existing single-family home,"Less than $100,000",No,Own,,Single family home,,$500-$699,Good,Yes,Yes,Employment opportunities,,Single family home,Extremely important,Extremely important,Slightly important,Extremely important,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,,,,No,5,4,2,3,1,6,,,Female,26 - 40,1,0,White or Caucasian,"$20,000-$39,999"
2021-09-27 12:25:14,2021-09-27 12:32:17,IP Address,173.215.87.161,100,423,True,2021-09-27 12:32:18,R_27riByA42LUFSGK,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in a new construction single-family home,Would be interested in senior housing","$175,000-$250,000",Retired,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough of the right home styles,,"Condo,Single family home,Independent Living Complex",Extremely important,Extremely important,Very important,Very important,Not at all important,Not at all important,Extremely important,Very important,Extremely important,,,"Library, restaurants, grocery store, drug store, safe well- kept parks with walking paths, sidewalks, ",No,5,3,2,1,4,6,,"Improving existing conditions, maintaining and adding to amenities available, safety in community, up- to- date properties  ",Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 12:39:34,2021-09-27 12:44:06,IP Address,207.199.214.121,100,271,True,2021-09-27 12:44:06,R_0B6aFO2u3BYToEV,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough of the right home styles,,Single family home,Important,Very important,Slightly important,Extremely important,Not at all important,Important,Important,Slightly important,Important,,,,No,4,2,3,1,5,6,,"City financing- someone can build a home financed by the city and purchase it from the city. I believe Avoca has done something similar ",Female,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2021-09-27 12:43:02,2021-09-27 12:47:49,IP Address,68.110.24.34,100,286,True,2021-09-27 12:47:49,R_2pLDGMhUYZjuHwD,,,,,41.2324066162109375,-95.87509918212890625,anonymous,EN,Yes,More than 10 years,Hancock,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,No,Employment opportunities,,Single family home,Slightly important,Slightly important,Very important,Very important,Very important,Slightly important,Very important,Not at all important,Extremely important,Not at all important,,"Restaurants, groceries and gas stations ",Yes,5,2,3,4,1,6,,Internet and cell phone coverage are very important for all areas,Female,26 - 40,1,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 12:50:54,2021-09-27 12:56:35,IP Address,174.243.80.213,100,341,True,2021-09-27 12:56:36,R_3RkoyfcunCnrxem,,,,,41.234100341796875,-96.16899871826171875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,"Apartment,Single family home",Very important,Very important,Not at all important,Important,Not at all important,Not at all important,Important,Not at all important,Important,,,"Walking paths ",No,1,3,5,2,4,6,,,Female,41-55,1,0,White or Caucasian,"$20,000-$39,999"
2021-09-27 13:00:06,2021-09-27 13:04:07,IP Address,207.199.214.148,100,241,True,2021-09-27 13:04:07,R_e3zT7ogXnjlySTD,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Do not qualify for a home mortgage,,,Slightly important,Slightly important,Very important,Very important,Very important,Very important,Important,Not at all important,Important,,,"Stores, library, parks",Yes,5,1,2,3,4,6,,"Deposit/ down payment assistance to motivate buyers. ",Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-27 13:02:29,2021-09-27 13:06:28,IP Address,38.121.112.24,100,238,True,2021-09-27 13:06:28,R_3HtVvGZUcEMHDdY,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Macedonia,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,No,No,Employment opportunities,,Single family home,Slightly important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,,,,No,5,3,2,4,1,6,,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-27 13:09:18,2021-09-27 13:15:35,IP Address,47.214.13.200,100,377,True,2021-09-27 13:15:36,R_12umzP3zuYbUnV4,,,,,36.669403076171875,-93.244903564453125,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Would be interested in senior housing,"Less than $100,000",Retired,Own,,Other,,"$2,000 or more",Excellent,No,No,Other,,"Condo,Independent Living Complex",Extremely important,Extremely important,Slightly important,Not at all important,Not at all important,Not at all important,Extremely important,Extremely important,Important,,,"Senior activities, gas station or convenience store",No,1,3,2,4,5,6,Senior activities,To keep your older retired age group you need to have activities for them to do without driving to Co Bluffs,Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 13:30:55,2021-09-27 13:44:10,IP Address,67.55.190.160,100,794,True,2021-09-27 13:44:10,R_22MoJwoCWGaLKa2,,,,,40.86700439453125,-95.55999755859375,anonymous,EN,Yes,Less than 1 year,Oakland,,,,Not interested in a different home,,Yes,Other,Parsonage,Single family home,,$300-$499,Excellent,No,Yes,Not enough affordable housing,,,Important,Important,Important,Important,Not at all important,Slightly important,Important,Important,Extremely important,,,"Accessible basic needs (small grocery), a couple eat out options, a place to walk safely, park for grandkids.  Within an hour of mor options for each category. ",No,3,1,4,2,5,6,,"Create a way for churches and civic organizations can assist new residents acclimate.

An ""invitation"" tour.  Prospective citizens are invited by residents who would like to see the area increase in population and offerings.  Maybe it's community awareness type thing, with stops and information for those invited and their ""tour guide"" to look at.  If a few homes were available for open houses, that might be a good thing too.  Builds relationships between the seeker & those already here.  ",Female,56-70,1,0,White or Caucasian,"$40,000-$59,999"
2021-09-27 14:32:04,2021-09-27 14:38:14,IP Address,38.121.112.24,100,370,True,2021-09-27 14:38:15,R_23UedjKkVgbR2as,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Would be interested in up-sizing,"$175,000-$250,000",No,Own,,Single family home,,$700-$899,Excellent,No,Yes,Not enough affordable housing,,,Not at all important,Not at all important,Very important,Important,Extremely important,Not at all important,Extremely important,Not at all important,Extremely important,,,,No,,,,,,,,,Female,26 - 40,1,0,White or Caucasian,"$60,000-$79,999"
2021-09-27 14:34:52,2021-09-27 14:40:07,IP Address,174.243.113.88,100,314,True,2021-09-27 14:40:07,R_ewX2TuOq2VDdLu9,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Rent,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home",Extremely important,Important,Important,Very important,Important,Important,Extremely important,Very important,Extremely important,Not at all important,,"Restaurants, library, schools, business ",No,2,4,3,5,1,6,,,Female,26 - 40,2,2,White or Caucasian,"$20,000-$39,999"
2021-09-27 14:42:16,2021-09-27 14:56:09,IP Address,207.199.214.41,100,833,True,2021-09-27 14:56:10,R_1M6470ifaWYeJHK,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Good,No,Yes,Employment opportunities,,"Single family home,Independent Living Complex,Assisted Living Complex",Important,Very important,Important,Very important,Important,Very important,Important,Important,Important,,,"Vibrant downtown with all the standard services/amenities.  Need access to banking system, parks, library, law enforcement, etc.",No,6,5,2,3,1,4,On site law enforcement.,"Proactively develop financial loan payment systems, I.e. S.I.D.’s etc.",Male,71+,2,0,White or Caucasian,"$40,000-$59,999"
2021-09-27 14:57:32,2021-09-27 15:02:13,IP Address,174.71.10.82,100,280,True,2021-09-27 15:02:14,R_NVbV4YjfZtctxJf,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",No,Own,,Single family home,,"$1,500-1,999",Excellent,No,No,Not enough quality housing,,"Townhome,Condo,Single family home,Independent Living Complex",Important,Slightly important,Not at all important,Very important,Not at all important,Very important,Very important,Slightly important,Extremely important,,,"Parks, activities for children, pool, restaurants.",No,4,3,2,1,5,6,,Rehab some old houses and build new,Male,26 - 40,2,2,White or Caucasian,"$150,000-$199,999"
2021-09-27 15:41:05,2021-09-27 15:52:29,IP Address,174.198.81.95,100,684,True,2021-09-27 15:52:30,R_urdxKhog1lPAiyZ,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in down-sizing,Would be interested in renting,Would be interested in an existing single-family home,Would be interested in senior housing","Less than $100,000",Retired,Own,,Single family home,,Less than $300,Good,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Independent Living Complex",Very important,Very important,Not at all important,Slightly important,Not at all important,Slightly important,Slightly important,Slightly important,Slightly important,,,"Parks, restraunts , Dr , ",Yes,5,3,2,4,1,6,,"Talk with real estate agents and lenders to see if grants or low interest loans can be obtained. ",Female,71+,1,0,White or Caucasian,"$40,000-$59,999"
2021-09-27 16:14:25,2021-09-27 16:30:16,IP Address,67.55.169.225,100,950,True,2021-09-27 16:30:17,R_2DTXkifbYeCOFCt,,,,,41.1898956298828125,-95.434600830078125,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Not interested in a different home,,Retired,Own,,Single family home,,$300-$499,Good,Yes,No,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home,Independent Living Complex",Very important,Very important,Slightly important,Not at all important,Not at all important,Slightly important,Extremely important,Very important,Extremely important,,,"Restaurants, Gas Station (preferably Casey's), Community Center available to rent, Churches, Park/Activity Center, Walking Trail",Yes,1,4,3,2,5,6,,"Build more affordable housing units, for rent and for purchase.",Female,56-70,1,0,White or Caucasian,"$19,999 or less"
2021-09-27 16:38:54,2021-09-27 16:42:22,IP Address,38.121.112.24,100,207,True,2021-09-27 16:42:22,R_1Ny3thi2hpjbz1L,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Yes,Rent,,Single family home,,"$1,200-$1,499",Good,Yes,No,Do not qualify for a home mortgage,,Single family home,Not at all important,Not at all important,Slightly important,Important,Important,Extremely important,Important,Important,Important,,,,No,1,2,3,4,5,6,Cheaper homes to buy,,Female,41-55,2,4,White or Caucasian,"$40,000-$59,999"
2021-09-27 16:46:43,2021-09-27 16:50:59,IP Address,207.199.214.252,100,255,True,2021-09-27 16:50:59,R_1n0Y6zS5Z1xO7eM,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo",Slightly important,Slightly important,Important,Very important,Slightly important,Important,Important,Not at all important,Important,,,,No,4,3,2,1,5,6,,,Male,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-09-27 16:43:59,2021-09-27 16:51:46,IP Address,207.199.214.78,100,466,True,2021-09-27 16:51:46,R_2aCz5u4zXry9qKN,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,,Carson,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Very important,Slightly important,Very important,Not at all important,Slightly important,Very important,Slightly important,Very important,Not at all important,,Gas food bar,Yes,2,3,4,1,5,6,,,Male,41-55,4,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 17:03:23,2021-09-27 17:08:28,IP Address,166.182.82.78,100,304,True,2021-09-27 17:08:28,R_3ERMEzWWj6CrMnU,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Rent,,Single family home,,$300-$499,Good,No,Yes,Employment opportunities,,Apartment,Not at all important,Slightly important,Slightly important,Very important,Slightly important,Important,Extremely important,Slightly important,Extremely important,,,,No,1,4,5,2,3,6,,,Female,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-09-27 18:37:35,2021-09-27 18:44:16,IP Address,174.198.70.99,100,401,True,2021-09-27 18:44:17,R_110jkBbZjqdQt1E,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Carson,,,,"Not interested in a different home,Would be interested in renting","Less than $100,000",Retired,Rent,,Single family home,,Less than $300,Fair,Yes,No,Do not qualify for a home mortgage,,Single family home,Important,Important,Slightly important,Slightly important,Not at all important,Not at all important,Not at all important,Important,Not at all important,Not at all important,,"Restaurants, post office , gas station",No,2,4,3,5,6,1,,,Male,56-70,3,0,White or Caucasian,"$19,999 or less"
2021-09-27 18:51:54,2021-09-27 18:58:42,IP Address,67.55.190.20,100,407,True,2021-09-27 18:58:43,R_1NaHD06elllSGuf,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Employment opportunities,,Single family home,Important,Important,Very important,Very important,Extremely important,Extremely important,Important,Slightly important,Very important,,,Park golf course,Yes,5,3,4,2,6,1,"Grants for ground/lot reimbursement when building  ","Keep old ones updated ",Female,26 - 40,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-27 10:41:04,2021-09-27 19:07:21,IP Address,174.198.79.26,100,30376,True,2021-09-27 19:07:21,R_1JDe6Ka0nN1ooOO,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in an existing single-family home,"$100,000-$175,000",No,Other,,Single family home,,"$1,200-$1,499",Good,No,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Important,Important,Slightly important,Important,Important,Important,,,Restaurants parks activities to do in the town,Yes,5,4,3,1,2,6,,Cheaper houses to live in,Male,56-70,2,0,White or Caucasian,"$60,000-$79,999"
2021-09-27 19:45:27,2021-09-27 19:52:31,IP Address,207.199.214.243,100,424,True,2021-09-27 19:52:31,R_3M3QH0gsc83EvbS,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",Yes,Other,,Single family home,,"$900-$1,199",Poor,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Slightly important,Slightly important,Important,Not at all important,Extremely important,Extremely important,Very important,Very important,,,"Parks. ",Yes,2,3,4,1,5,6,,Build more housing.,Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-27 20:07:28,2021-09-27 20:16:43,IP Address,207.199.214.14,100,555,True,2021-09-27 20:16:44,R_2TXoy3JcHtSM6Y6,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in down-sizing,Would be interested in senior housing","$100,000-$175,000",Retired,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough of the right home styles,,Condo,Important,Important,Not at all important,Important,Not at all important,Not at all important,Extremely important,Very important,Important,,,"Church, Restaurant, pickleball",Yes,4,3,1,5,2,6,,"More retirement type condos with flat driveways. ",Female,56-70,2,0,White or Caucasian,"$150,000-$199,999"
2021-09-27 20:58:46,2021-09-27 21:01:22,IP Address,174.71.4.167,100,155,True,2021-09-27 21:01:22,R_a2UAd973Pix1Mjf,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Other,,"$2,000 or more",Good,Yes,Yes,Not enough affordable housing,,"Duplex,Single family home",,,,,,,,,,,,,Yes,1,2,3,5,4,6,,,Male,26 - 40,2,0,White or Caucasian,"$100,000-$149,999"
2021-09-27 20:59:38,2021-09-27 21:08:02,IP Address,38.121.121.22,100,503,True,2021-09-27 21:08:02,R_1q1BxfJdpsHhoHX,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,6-10 years,Oakland,,,,Would be interested in senior housing,"Less than $100,000",Yes,Own,,Single family home,,"$900-$1,199",,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Independent Living Complex,Assisted Living Complex",Not at all important,Not at all important,Not at all important,Important,Slightly important,Important,Important,Important,Very important,,,"Parks, restaurants and youth sports",Yes,5,2,1,4,3,6,,,,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-09-27 21:13:20,2021-09-27 21:22:23,IP Address,70.100.134.217,100,542,True,2021-09-27 21:22:23,R_1K3zmOOgK8JiJxA,,,,,42.0679931640625,-95.59839630126953125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,$300-$499,Good,No,Yes,Not enough affordable housing,,Townhome,Extremely important,Very important,Important,Extremely important,Not at all important,Not at all important,Extremely important,Very important,Extremely important,,,"Sidewalks, grocery store, pharmacy, ",No,3,4,1,2,5,6,,,Female,71+,2,0,White or Caucasian,"$100,000-$149,999"
2021-09-28 01:00:39,2021-09-28 01:04:48,IP Address,174.243.115.26,100,249,True,2021-09-28 01:04:48,R_3XfM8u7WtD30Jhf,,,,,41.26300048828125,-95.96230316162109375,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in an existing single-family home,"$100,000-$175,000",Yes,Rent,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough of the right home styles,,Single family home,Important,Important,Slightly important,Important,Not at all important,Not at all important,Important,Not at all important,Not at all important,Not at all important,,,No,5,2,3,4,1,6,,,Male,26 - 40,1,2,White or Caucasian,"$60,000-$79,999"
2021-09-28 07:19:17,2021-09-28 07:26:04,IP Address,173.215.87.146,100,406,True,2021-09-28 07:26:04,R_3rINPv2KlT40rod,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,Single family home,Slightly important,Very important,Important,Extremely important,Not at all important,Extremely important,Extremely important,Very important,Extremely important,,,"Parks, restaurants,  grocery store, pharmacy",No,5,3,2,1,4,6,,,Female,41-55,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-21 12:08:36,2021-09-21 12:26:57,IP Address,174.248.225.193,79,1101,False,2021-09-28 12:26:59,R_XWVAy2GzcQqOMQ9,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Do not qualify for a home mortgage,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Important,Extremely important,Slightly important,Extremely important,,,All of the amenities Oakland currently has to offer.,No,5,2,3,4,1,6,,,,,,,,
2021-09-28 20:13:32,2021-09-28 20:18:33,IP Address,207.199.214.5,100,300,True,2021-09-28 20:18:33,R_3PzPt7i4Itz9SX3,,,,,41.296905517578125,-95.96739959716796875,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in an existing single-family home,"Less than $100,000",Yes,Rent,,Duplex/Fourplex,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,"Townhome,Condo,Single family home",Extremely important,Extremely important,Extremely important,Very important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,,,,Yes,3,2,4,1,5,6,,,Female,26 - 40,1,1,White or Caucasian,"$20,000-$39,999"
2021-09-29 08:34:46,2021-09-29 08:49:21,IP Address,70.100.140.1,100,875,True,2021-09-29 08:49:21,R_ur0gkejadKe5Z5f,,,,,41.9138031005859375,-95.48439788818359375,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough quality housing,,Single family home,Important,Important,Important,Very important,Slightly important,Slightly important,Very important,Slightly important,Important,,,,No,5,4,1,3,2,6,,,Female,26 - 40,2,1,White or Caucasian,"$80,000-$99,999"
2021-09-29 15:01:19,2021-09-29 15:07:15,IP Address,67.55.191.129,100,355,True,2021-09-29 15:07:15,R_3HIdcqbFtBpuNNb,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,Less than $300,Excellent,No,No,Do not qualify for a home mortgage,,Condo,Slightly important,Not at all important,Important,Very important,Important,Important,Extremely important,Important,Extremely important,,,"Golf course ",No,5,4,1,3,2,6,,,Male,41-55,2,1,White or Caucasian,"$200,000 or more"
