#Borrower_ID,Project_ID,Project_Check_Digit,Latitude,Longitude,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Project_Size,Rental_Code,Labor_Housing_Type,Revitilization_Indicator,Tax_Status_Indicator,Date_Tax_Credit_Expires,Profit_Type_Code,Management_Name,Date_Of_Operation,Date_Restrictive_Clause_Expires,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Total_6_Bedroom_Units,Total_Handicapped_Units,Vacant_Units,Rental_Assistance_Units
757461045,02,2,34.493033,-85.355986,13055,DEVONWOOD APARTMENTS,70 DRY VALLEY RD,,,SUMMERVILLE,GA,30747,24,FA,0,,Y,12/31/2007,2,STEWART MANAGEMENT COMPANY,9/23/1993,9/23/2013,6,18,0,0,0,0,2,0,18
757528355,01,7,28.996163,-95.968035,48321,GOLDEN MANOR APTS,800 AVENUE H,,,BAY CITY,TX,77414,40,EL,0,,Y,5/26/2020,2,"VGM PROPERTY MANAGEMENT, INC",4/5/1990,4/5/2010,36,4,0,0,0,0,4,0,36
757645169,01,5,33.410904,-91.063072,28151,PARKVIEW ARMS APT C/O SOUTHEASTERN MG,103 MARTIN LUTHER,KING DRIVE,,METCALFE,MS,38760,32,FA,0,,N,,2,SOUTHEASTERN MGMT CO INC,9/23/1983,9/23/2033,8,8,16,0,0,0,0,11,26
757765753,01,1,34.459955,-93.690457,5097,CADDO CREEK APARTMENTS,526 W MAIN ST, , ,NORMAN,AR,71960,21,FA,0,,Y,1/1/2035,2,PHILLIPS DEV CORP,4/20/1995,4/20/2045,8,12,1,0,0,0,1,2,18
757778578,01,0,35.416693,-99.28041,40149,CANUTE RENTALS,604 MAIN STREET, , ,CANUTE,OK,73626,6,FA,0,,Y,11/21/2022,2,"SOUTHRIDGE APARTMENTS, INC",4/10/1972,10/1/2011,0,0,6,0,0,0,0,0,6
757809261,01,7,33.410914,-82.656474,13301,OAK STREET APARTMENTS,146 SHORT ST,,,WARRENTON,GA,30828,12,FA,0,,N,,2,DOZIER REALTY,6/21/1982,6/21/2002,0,12,0,0,0,0,0,0,11
758077143,01,0,33.135163,-91.2611,5017,EUDORA MANOR APT,2070 HWY 65 S, , ,EUDORA,AR,71640,24,EL,0,,Y,12/31/2009,2,TRI-STATE MANAGEMENT CORPORATION,5/9/1990,5/9/2010,20,4,0,0,0,0,2,5,22
758093441,01,0,30.141886,-91.827358,22099,CHATEAU MARTIN APTS,100 CHATEAU MARTIN DR., , ,ST. MARTINVILLE,LA,70582,32,FA,0,,N,,2,CMS MANAGEMENT LLC,7/1/1982,7/1/2002,0,14,18,0,0,0,2,2,31
758181270,02,2,34.65725,-88.556986,28117,BOONEVILLE MANOR LP,402 NORTH SMITH STREET, , ,BOONEVILLE,MS,38829,24,EL,0,,N,,2,J & A MGMT,6/29/1989,,20,4,0,0,0,0,2,3,22
758222264,01,3,37.836817,-85.728093,21029,LEBANON JCT OAKS,123 E OAK ST,,,LEBANON JUNCTION,KY,40150,16,FA,0,,N,,2,UNICORN MGMT INC,3/11/1986,3/11/2006,0,16,0,0,0,0,1,1,1
758231727,01,6,31.725768,-90.392844,28029,MOSS VILLAGE,HIGHWAY 51 NORTH, , ,WESSON,MS,39191,36,FA,0,,N,,2,J & A MGMT,1/20/1987,,8,28,0,0,0,0,0,5,19
758314931,01,5,33.720863,-82.730629,13317,AUTUMN LANE,330 ANDREW DR,,,WASHINGTON,GA,30673,24,FA,0,,Y,12/31/2005,2,"CAHEC MANAGEMENT, INC",12/3/1990,12/3/2020,4,18,2,0,0,0,0,0,21
758323317,02,8,48.546765,-109.67924,30041,HAVRE DAY ACTIVITY CENTER SUPPORTED LIVING COMPLEX,304 7TH ST,,,HAVRE,MT,59501,10,EL,0,,N,,3,"HAVRE DAY ACTIVITY CENTER,INC.",5/18/2000,5/18/2030,10,0,0,0,0,0,10,0,10
758363093,04,4,34.40078,-118.82222,6111,RANCHO SESPE APTS,2950 E TELEGRAPH RD,,,FILLMORE,CA,93015,100,FA,2,,N,,3,CABRILLO ECONOMIC DEVELOPMENT CO,2/3/1989,6/2/2037,0,24,49,27,0,0,0,1,28
758401572,01,5,33.020466,-83.530296,13169,NORTHSIDE VILLAS OF GRAY,256 EATONTON HWY, , ,GRAY,GA,31032,24,FA,0,,N,,2,HILL REALTY,8/1/1985,8/1/2005,6,18,0,0,0,0,0,3,15
758445531,01,7,31.503849,-94.948479,48073,WELLS MANOR APTS,WRIGHT PATMAN DR,,,WELLS,TX,75976,70,FA,0,,N,,2,LCJ MGMT INC,10/1/1968,7/28/2006,0,48,22,0,0,0,4,20,52
758474515,02,2,31.29315,-82.844849,13003,EVERGREEN APTS,702 VICKERS AVE., , ,PEARSON,GA,31642,20,FA,0,,N,,2,INVESTORS MANAGEMENT COMPANY,3/16/1987,12/31/2023,8,12,0,0,0,0,1,0,17
758630497,01,7,44.933765,-72.213897,50019,GOVERNOR PROUTY GILMAN HSG TRUST,26 GOVERNOR DRIVE,,,NEWPORT CITY,VT,5855,24,FA,0,,Y,3/30/2036,2,RURAL EDGE PROPERTY MANAGEMENT,3/30/2021,3/30/2051,24,0,0,0,0,0,0,24,0
758728202,01,4,43.816034,-111.794432,16065,SOUTH BRENCHLEY APT,350 W 5TH S,,,REXBURG,ID,83440,30,EL,0,,Y,12/31/2023,2,"HOPE MANAGEMENT, LLC",6/1/1994,6/1/2044,30,0,0,0,0,0,2,1,30
758816018,01,6,35.393398,-94.984222,40101,GARDEN WALK OF WEBBERS FALLS,100 OAK ST, , ,WEBBER FALLS,OK,74470,48,FA,0,,N,,2,"BELMONT MANAGEMENT CO., INC",10/1/1985,10/1/2005,16,24,8,0,0,0,3,0,0
758904698,01,0,34.712509,-90.374039,28143,CLAYTON HENDERSON MEADOWS LTD C/O UNITED MGMT,HIGHWAY 61,,,TUNICA,MS,38676,40,FA,0,,N,,2,UNITED MANAGEMENT & DEVELOPMENT,12/20/1985,12/20/2025,8,24,8,0,0,0,0,3,33
758978391,02,6,35.140949,-77.099426,37049,KENSINGTON PARK II,3682 NEUSE BLVD,"APT#, ALEXANDRIA CIRCLE",,NEW BERN,NC,28560,48,FA,0,,N,,2,LANDURA MANAGEMENT ASSO LTD,9/2/1982,9/1/2026,20,28,0,0,0,0,2,2,46
759050142,01,6,41.62143,-96.01364,19085,MODALE DEV CORP,204 W. ANDERSON,,,MODALE,IA,51556,4,EL,0,,N,,3,MURPHY ENTERPRISES,10/4/1976,7/25/2014,4,0,0,0,0,0,0,0,3
759096346,01,2,32.923093,-80.685238,45029,MEADOW CREEK APTS,156 KIMBRELL ST,,,WALTERBORO,SC,29488,30,FA,0,,Y,12/31/2009,2,INTERMARK MANAGEMENT,5/1/1995,5/1/2045,9,21,0,0,0,0,2,4,23
759823423,01,2,30.011156,-91.760498,22045,WILLOW WOOD VILLAGE APTS,101 RUE DEGRAVELLE, , ,NEW IBERIA,LA,70563,32,FA,0,,N,,2,"HUFF MANAGEMENT CO., INC",3/19/1986,3/19/2006,12,20,0,0,0,0,2,4,12
759841253,02,2,28.95015,-98.50504,48013,PLEASANTON AFFORDABLE HOUSING,1547 JAMIE DR #25,,,PLEASANTON,TX,78064,24,EL,0,,Y,5/31/2032,2,,7/27/1993,7/23/2043,20,4,0,0,0,0,2,0,16
760181972,01,3,38.785213,-85.382095,18077,CLIFTON HEIGHTS APARTMENTS,401 VIRGINIA AVE,,,MADISON,IN,47250,48,FA,0,,N,,2,FRANKLIN ASSET MANAGEMENT COMPAN,10/4/1984,10/4/2034,32,16,0,0,0,0,0,1,32
760326588,01,3,33.871302,-88.145239,1075,LAMAR HEIGHTS APTS,1431 BUCK JACKSON RD,RENTAL OFFICE,,SULLIGENT,AL,35586,24,FA,0,,Y,1/1/2012,2,GEM MANAGEMENT LLC,2/20/1996,3/2/2015,8,16,0,0,0,0,0,4,21
760508865,01,6,33.73225,-84.93772,13045,HAMPTON COURT I,70 INDUSTRIAL BLVD,,,VILLA RICA,GA,30180,48,FA,0,,N,,2,TISHCO PROPERTIES LLC,11/1/1985,11/1/2005,16,32,0,0,0,0,2,6,30
760533649,01,5,35.443578,-93.389129,5071,PARKWOOD PLACE APTS.,400 NORTH CAZORT, , ,LAMAR,AR,72846,24,EL,0,,Y,12/31/2009,2,"BELMONT MANAGEMENT CO., INC",6/1/1994,6/1/2044,18,6,0,0,0,0,2,1,18
760668484,01,5,31.871848,-90.406662,28029,HAZLEHURST MANOR,523 LAKE ST,,,HAZLEHURST,MS,39083,32,EL,0,,Y,11/4/2042,2,THE LLOYD GROUP INC,11/4/1992,,24,8,0,0,0,0,0,0,32
760876218,01,0,34.998975,-86.842407,47055,HIGHLAND RIM II,26850 SMITH AVENUE,,,ARDMORE,TN,38449,24,FA,0,,Y,12/31/2005,2,"HALLMARK MANAGEMENT, INC",6/4/1990,6/4/2040,8,16,0,0,0,0,2,5,23
760980111,01,8,33.968105,-83.608055,13013,STATHAM NORTH VILLAGE,379 SUNSET DR,,,STATHAM,GA,30666,18,FA,0,,N,,2,"CAHEC MANAGEMENT, INC",8/1/1985,8/1/2035,6,12,0,0,0,0,0,0,10
760986430,01,3,28.030081,-97.520065,48355,WINDRIDGE APTS,700 GORDON,,,SINTON,TX,78387,32,EL,0,,Y,12/31/2022,2,HAMILTON VALLEY MANAGEMENT,12/13/1991,12/13/2011,28,4,0,0,0,0,2,0,30
761235501,01,3,32.70322,-87.251434,1105,MARION GARDEN APTS,RR 3 BOX 414, , ,MARION,AL,367564203,24,FA,0,,N,,2,SUNBELT MANAGEMENT COMPANY,6/26/1985,9/11/2039,12,12,0,0,0,0,0,2,23
761251729,04,9,40.167564,-103.571007,8087,CENTENNIAL SW FAM,111 S COLORADO AVE,970-842-5046,,BRUSH,CO,80723,12,FA,0,,N,,3,BRUSH HOUSING AUTH,5/21/1999,5/21/2019,0,6,6,0,0,0,0,0,0
761251729,02,5,40.259509,-103.631224,8087,CENTENNIAL MANOR SR,612 RAY ST,970-842-5046,,BRUSH,CO,80723,48,EL,0,,N,,3,BRUSH HOUSING AUTH,3/1/1976,3/1/1996,32,16,0,0,0,0,0,2,13
761252541,02,7,45.647889,-110.568441,30067,VILLAGE V APTS,603 ROBIN LN,,,LIVINGSTON,MT,59047,96,MX,0,,Y,12/31/2011,2,"HOPE MANAGEMENT, LLC",6/26/1975,3/16/2015,84,12,0,0,0,0,0,4,89
761354101,01,8,26.431485,-81.438677,12021,WILLOWBROOK PLACE,1836 ASH LANE,,,IMMOKALEE,FL,34142,42,FA,0,,Y,12/31/2002,2,"DIMENSION ONE MANAGEMENT, INC",3/8/1988,5/1/2038,10,32,0,0,0,0,3,3,20
761373435,01,5,34.377844,-88.684328,28081,JEP #2 C/O PANNELL MGMT CO,103 WALNUT STREET, , ,SALTILLO,MS,38866,4,EL,0,,N,,2,PANNELL MGMT CO,6/14/1991,,2,2,0,0,0,0,0,0,4
761427301,01,0,36.273917,-76.983318,37091,CREEKWOOD COURT APARTMENTS,200 PIERCE AVE, , ,AHOSKIE,NC,27910,20,FA,2,,N,,3,AHOSKIE HSNG AUTH,12/22/2004,12/22/2034,0,10,9,1,0,0,3,2,20
761464720,01,5,48.594376,-109.22888,30005,HILLCREST APTS,126 OHIO,,,CHINOOK,MT,59523,12,FA,0,,Y,12/31/2011,2,PGK ENTERPRISES HILLCREST APTS,3/14/1985,10/1/2024,4,8,0,0,0,0,1,1,12
761529824,01,8,31.651053,-89.573652,28031,COLLINS APARTMENTS,300 REBECCA RD,,,COLLINS,MS,39428,24,FA,0,,N,,2,D AND J DEV INC,8/17/1981,8/17/2031,4,8,8,4,0,0,0,1,0
761912819,02,2,32.926607,-84.33157,13293,SOUTHERN VILLAS OF THOMASTON,205 E. COUNTY ROAD, , ,THOMASTON,GA,30286,37,FA,0,,N,,2,"DIMENSION ONE MANAGEMENT, INC",4/1/1983,4/1/2003,8,23,6,0,0,0,0,3,17
761948488,01,7,36.97383,-76.974796,51183,BIRCH ISLAND APTS,10322 PENNY LN,,,WAKEFIELD,VA,23888,48,FA,0,,Y,11/12/2014,2,"TM ASSOCIATES MANAGEMENT, INC",11/12/1999,4/15/2035,16,24,8,0,0,0,3,2,35
762292771,01,2,36.11702,-84.122589,47001,CALLAWAY VILLAGE LP,1000 MEDARIS STREET, , ,CLINTON,TN,37716,46,FA,0,,Y,12/31/2003,2,SUNBELT MANAGEMENT COMPANY,9/15/1988,9/15/2008,14,32,0,0,0,0,3,2,18
762326834,01,1,34.234786,-89.012149,28115,"PONTOTOC SENIOR II, LP",265 LAKESHORE DRIVE,,,PONTOTOC,MS,38663,48,EL,0,,Y,1/28/2036,2,J & A MGMT,6/22/1978,1/28/2051,24,24,0,0,0,0,0,14,47
762390842,01,4,38.799619,-123.015053,6097,CLOVERDALE GARDEN APARTMENTS,18 CLARK AVE,,,CLOVERDALE,CA,95425,34,EL,0,,N,,2,"MICHAELS MANAGEMENT-AFFORDABLE,",6/20/1991,6/20/2041,33,0,1,0,0,0,0,0,27
762455630,02,2,30.13177,-92.097494,22055,BAYOU TRACE APTS,333 TELJEAN RD, , ,LAFAYETTE,LA,70503,44,FA,0,,N,,2,"HUFF MANAGEMENT CO., INC",8/20/1984,8/20/2004,8,28,8,0,0,0,3,6,37
762459308,01,8,36.194664,-85.450333,47141,JOEL ALGOOD  APTS.,100 CHURCH CT., , ,ALGOOD,TN,38506,16,EL,0,,N,,3,ALGOOD HOUSING DEVEP CORP,7/9/1980,7/9/2000,8,8,0,0,0,0,0,0,16
762513954,02,2,40.351619,-105.503395,8069,PARK RIDGE APTS,1250 ACACIA DRIVE,970-586-2043,,ESTES PARK,CO,80517,32,FA,0,,N,,2,MOUNTAINSIDE PROPERTY MANAGEMENT,10/3/1985,10/3/2035,24,6,2,0,0,0,4,0,20
762639072,01,2,33.18224,-90.477582,28053,EASTGATE APTS C/O SOUTHERN MGMT,501 SHARKEY ST,,,BELZONI,MS,39038,12,FA,0,,Y,12/31/2025,2,"DELTA PROPERTY MANAGEMENT, INC",8/4/1993,8/4/2013,0,12,0,0,0,0,0,0,12
762697898,01,5,47.849315,-111.715781,30099,SUNSHINE TRAIL LODGE,16 1ST STREET NW,,,DUTTON,MT,59433,10,EL,0,,N,,3,"SUNSHINE TRAIL LODGE, INC",2/1/1988,2/1/2008,6,4,0,0,0,0,1,0,9
762707038,01,1,29.706971,-82.038996,12107,SANDHILL FOREST APT,135 RICHARDSON LN,,,MELROSE,FL,32666,32,FA,0,,Y,12/31/2010,2,PARENT MANAGEMENT COMPANY,6/19/1989,1/26/2027,8,20,4,0,0,0,2,0,31
762724849,05,8,36.363541,-109.629631,4001,TSAILE ACRES APTS,CIRCLE DR, , ,TSAILE,AZ,86556,42,FA,0,,N,,3,SANDSTONE HOUSING,4/10/1981,4/10/2006,0,13,21,8,0,0,0,0,0
762724849,08,3,36.53494,-110.03928,4001,CHILCHINBETO ESTATE,1 CHILCHINBETO DRIVE,,,CHILCHINBETO,AZ,86033,46,FA,0,,N,,3,SANDSTONE HOUSING,9/27/2011,9/27/2041,0,20,12,14,0,0,12,0,46
762724849,06,0,36.686634,-110.266533,4001,KAYENTA IV,30 TEEH IN DEEH,,,KAYENTA,AZ,86033,20,FA,0,,N,,3,SANDSTONE HOUSING,5/1/2003,5/1/2033,0,0,10,10,0,0,2,2,20
762724849,07,1,35.535437,-108.603293,4001,CHURCH ROCK INDIAN VILLAGE ESTATES,29 INDIAN VILLAGE BLVD., ,PO BOX 1366 (USE FOR REG. MAIL),CHURCH ROCK,NM,87311,20,FA,0,,N,,3,SANDSTONE HOUSING,9/3/2002,8/14/2032,0,0,9,11,0,0,0,1,20
762764762,01,0,36.723968,-77.073835,51175,STEVENS WDS III APT,25090 OAK TRAIL,,,COURTLAND,VA,23837,36,FA,0,,Y,1/8/2019,2,"TM ASSOCIATES MANAGEMENT, INC",6/9/1988,6/6/2038,12,24,0,0,0,0,2,0,34
762892920,01,4,36.150345,-82.84961,47059,GREENEVILLE LANDING  APTS,1100 LIGHT STREET,,,GREENEVILLE,TN,37743,40,EL,0,,Y,12/19/2034,2,PEOPLE INCORPORATED OF VIRGINIA,9/30/1991,12/19/2049,40,0,0,0,0,0,2,6,40
762983602,01,0,30.788248,-83.785015,13275,WOODEDGE MANOR APT,311 S OAK ST,,,BOSTON,GA,31626,24,FA,0,,N,,2,"SOUTHLAND PROPERTY MANAGEMENT, I",3/2/1984,3/2/2004,4,20,0,0,0,0,0,2,20
763010990,01,7,17.743534,-64.702934,78010,ORANGE GROVE VILLAS I,1A ORANGE GROVE,,,CHRISTIANSTED,VI,820,12,FA,0,,Y,7/17/2015,2,"PAN AMERICAN INVESTMENTS, INC",7/17/2000,7/17/2042,0,12,0,0,0,0,1,0,12
763026798,02,1,47.760061,-118.518224,53043,BUTTE VIEW,254 N E ST,,,CRESTON,WA,99117,8,EL,0,,N,,3,CRESTON COMMUNITY CLUB,2/17/1978,,4,4,0,0,0,0,0,0,5
763027362,01,0,33.838955,-83.888072,13297,THE MEADOWS,249 MEADOWS DRIVE, , ,LOGANVILLE,GA,30249,40,FA,0,,N,,2,CRIMSON MANAGEMENT,2/5/1985,2/5/2005,16,24,0,0,0,0,0,0,35
763029425,01,4,35.60651,-119.34659,6029,ROSALEDA VILLAGE II,650 N MAPLE AVE,,,WASCO,CA,93280,134,FA,2,,Y,3/20/2070,2,HOUSING AUTHORITY COUNTY OF KERN,6/19/1970,8/1/2052,9,22,97,6,0,0,5,2,61
763324745,01,5,32.529172,-93.50273,22015,WOODCREST APT,100 VILLAGE MANOR BLVD,,,HAUGHTON,LA,71037,32,FA,0,1,Y,12/31/2023,2,"TRA-DOR MGMT, INC",4/6/1984,2/24/2014,16,16,0,0,0,0,2,1,31
763598515,01,8,35.476097,-80.864532,37119,CORNELIUS VILLAGE,19301 MERIDIAN STREET,,,CORNELIUS,NC,28031,30,FA,0,,N,,2,WESTMINSTER COMPANY,7/1/1982,7/1/2002,0,14,16,0,0,0,2,0,0
763759553,02,2,45.351658,-117.231224,41063,COTTONWOOD APART,002 S. MILL STREET,,,JOSEPH,OR,97846,14,EL,0,,N,,2,SYRINGA PROPERTY MANAGEMENT,12/10/1998,12/10/2018,10,4,0,0,0,0,0,0,14
763909703,01,8,43.216487,-78.372193,36073,MEDINA COUNTRY EST,510 E OAK ORCHARD ST,,,MEDINA,NY,14103,24,FA,0,,Y,1/1/2024,2,Q&D MGMT,5/30/2008,5/30/2038,12,10,2,0,0,0,4,1,12
763969705,01,8,45.680008,-94.808581,27145,ROSE MIL APTS LLC CATHOLIC CHARITIES,407 FIFTH ST E,,,MELROSE,MN,56352,16,FA,0,,N,,3,CATHOLIC CHARITIES,6/6/1991,,0,16,0,0,0,0,0,4,9
763975975,01,4,35.42186,-89.53009,47167,MASON MANOR APARTMENTS,50 MASON MANOR LANE,,,MASON,TN,38049,24,FA,0,,Y,12/31/2026,2,INTERVEST CORP,11/1/1983,4/4/2015,0,12,12,0,0,0,2,3,22
764033997,01,5,39.466164,-76.324326,24025,FRIENDSHIP VILLAGE,500 RAMBLEWOOD DRIVE,,,ABINGDON,MD,21009,31,EL,0,,Y,6/1/2005,2,"CASE EDWARDS MGMT., INC",6/1/1990,6/1/2040,31,0,0,0,0,0,2,2,23
764063019,01,8,32.870009,-95.770116,48379,EMORY MANOR APTS,389 S TEXAS ST,,,EMORY,TX,75440,24,EL,0,,Y,12/20/2005,2,THE ASHCROFT GROUP LLC,5/16/1990,12/20/2020,20,4,0,0,0,0,0,0,23
764373708,01,4,41.123052,-75.354905,42089,LIMEKILN MANOR APTS,19 EAST KINNEY AVE, , ,MOUNT POCONO,PA,18344,40,FA,0,1,Y,3/25/2025,2,GROSSE & QUADE MANAGEMENT CO,7/30/1986,3/25/2030,24,16,0,0,0,0,0,0,29
764521420,04,4,37.86572,-82.803946,21115,PERRY VANHOOSE II,207 WILLIAMS BRANCH,,,WITTENSVILLE,KY,41274,16,FA,0,,N,,3,JOHNSON COUNTY HA,8/29/1986,8/29/2006,0,16,0,0,0,0,0,0,15
764565072,01,8,47.319087,-119.544554,53025,EPHRATA MANOR,15 D ST NE,,,EPHRATA,WA,98823,25,EL,0,,N,,2,AD-WEST REALTY SERVICES,12/29/1975,,21,4,0,0,0,0,0,3,22
764575643,01,8,35.236657,-89.341493,47047,COUNTRY OAKS APTS C/O HALLMARK MGMT.,421 JERNIGAN DRIVE, , ,SOMERVILLE,TN,38068,36,FA,0,,Y,12/31/2043,2,"SHERWOOD MANAGEMENT COMPANY, INC",3/20/1987,3/20/2037,18,18,0,0,0,0,2,10,13
764584541,01,3,34.725743,-85.282562,13295,CARRIAGE HILL APTS,1135 CAMPBELL AVE,,,LAFAYETTE,GA,30728,52,FA,0,1,N,,2,"CAHEC MANAGEMENT, INC",1/31/1978,8/1/2034,28,16,8,0,0,0,0,1,49
764762410,01,4,35.079643,-85.61911,47115,JASPER SENIOR APT,235 EAST 7TH ST.,,,JASPER,TN,37347,37,EL,0,,N,,2,COLLOMS & ASSOCIATES,3/12/1976,8/22/2017,19,9,0,0,0,0,0,2,32
764779203,02,7,42.602345,-114.760598,16083,SAWTOOTH MANOR,315 8TH AVENUE NORTH,,,BUHL,ID,83316,24,EL,0,,Y,12/31/2022,2,SYRINGA PROPERTY MANAGEMENT,12/10/1991,12/10/2011,24,0,0,0,0,0,2,0,24
764883251,01,2,34.442127,-79.190748,37155,ROBESON MANOR APTS,800 WHITE POND RD, , ,FAIRMONT,NC,28340,24,FA,0,,Y,9/1/2009,2,WAJ MANAGEMENT,9/1/1994,7/1/2038,8,16,0,0,0,0,1,1,24
764883865,01,0,34.214915,-84.818705,13015,CROSSFIELD APARTMENTS,7 CROSSFIELD CIRCLE,,,CARTERSVILLE,GA,30121,48,FA,0,,Y,12/31/2003,2,"TMC MANAGEMENT AND REALTY, INC",3/1/1989,3/1/2009,24,24,0,0,0,0,3,1,30
764894073,02,2,64.499025,-165.401085,2180,MUNAQSRI SENIOR APARTMENTS 515,515 STEADMAN,PO BOX 1289,,NOME,AK,99762,17,EL,0,1,Y,6/1/2033,2,"NORTH STAR MANAGEMENT, LLC",11/13/1998,6/1/2048,16,1,0,0,0,0,0,1,16
764987664,01,7,43.476633,-110.743782,56039,PIONEER HOMESTEAD II APTS,835 E HANSEN AVE,,,JACKSON,WY,83001,25,EL,0,,Y,8/8/2047,2,"NORTH STAR MANAGEMENT, LLC",8/8/1997,8/8/2017,23,2,0,0,0,0,2,0,23
764988131,01,2,34.311882,-86.493017,1095,BRANDYWINE I APT,311 3RD ST SE, , ,ARAB,AL,35016,24,FA,0,,N,,2,SUNBELT MANAGEMENT COMPANY,1/19/1979,1/19/2029,8,16,0,0,0,0,0,2,13
764992769,01,8,33.266571,-89.292786,28019,WEIR APARTMENTS,RAGON STREET,,,WEIR,MS,39772,18,EL,0,,Y,6/1/2005,2,GERALDINE K. TEHNET,12/27/1990,12/27/2010,6,12,0,0,0,0,2,0,18
765131949,01,3,38.03051,-85.349391,21215,CENTRETOWN APTS,256 W MAIN ST,,,TAYLORSVILLE,KY,40071,18,FA,0,1,N,,2,WINTERWOOD INC,12/19/1986,12/19/2036,10,8,0,0,0,0,0,0,11
765253886,01,2,33.170493,-99.177675,48447,HA OF THROCKMORTON,500 S MINTER AVE,,,THROCKMORTON,TX,76483,9,FA,0,,N,,3,HA OF THROCKMORTON,9/13/1979,,0,9,0,0,0,0,0,3,9
765259178,01,9,28.939522,-81.293221,12127,GREENLEAF GARDENS,904-2 GREENLEAF,CIRCLE,,ORANGE CITY,FL,32763,47,FA,0,,N,,2,FLYNN MANAGEMENT CORPORATION,1/21/1988,1/21/2038,38,9,0,0,0,0,3,4,46
765262354,01,4,34.27388,-81.633,45071,INDIAN HILLS APARTMENTS,1935 DRAYTON,,,NEWBERRY,SC,29108,60,FA,0,,N,,2,GEM MANAGEMENT LLC,10/26/2000,10/9/2048,16,44,0,0,0,0,0,2,59
765262779,01,6,45.836171,-119.314185,41059,HACIENDA WEST APT.,515  SW 13TH  PLACE, , ,HERMISTON,OR,97838,32,FA,2,,Y,5/28/2018,2,HOUSING AUTHORITY OF UMATILLA CO,5/28/2003,5/28/2023,0,16,11,5,0,0,0,4,25
765469793,01,8,32.440792,-88.6455,28075,LAMCO APARTMENTS C/O THE LLOYD GROUP INC,7455 LIZELIA RD,,,MARION,MS,39342,48,FA,0,,N,,2,THE LLOYD GROUP INC,11/14/1979,7/13/1999,0,48,0,0,0,0,0,0,44
765538308,01,1,18.206518,-65.901733,72025,JARDINES DE JUNCOS III,MUNICIPAL ROAD,WARD CEIBA SUR,,JUNCOS,PR,777,35,FA,0,,Y,12/1/2004,2,PROPER MGMT. CORP.,8/5/1993,11/4/2044,0,18,17,0,0,0,0,0,35
765684406,01,4,32.376037,-89.475452,28123,FOREST PLAZA,800 HILLSBORO ST,,,FOREST,MS,39074,32,FA,0,,N,,2,CH MGMT CO,6/15/1990,6/15/2010,0,32,0,0,0,0,0,1,15
765801718,01,4,35.96137,-86.515187,47149,COUNTRY PLACE APTS,400 WINDELLWOOD CIRCLE,,,SMYRNA,TN,37167,48,FA,0,,Y,12/31/2045,2,ROYAL PROPERTY MGMT,10/9/1984,10/9/2004,16,32,0,0,0,0,0,2,28
766217357,03,9,38.087235,-94.364295,29013,RICH HILL NONPROFIT HOUSING CORPORATION,501 E CHERRY STREET, , ,RICH HILL,MO,64779,36,EL,0,,N,,3,BELL MANAGEMENT INC,9/7/1976,9/22/2003,36,0,0,0,0,0,1,3,22
766347801,01,7,32.970475,-115.542285,6025,MALAN STREET APTS,180 MALAN STREET,,,BRAWLEY,CA,92227,40,FA,2,,Y,11/17/2070,2,BUCKINGHAM PROPERTY MANAGEMENT,5/1/2020,6/1/2053,0,24,16,0,0,0,0,0,40
766382749,01,5,36.35036,-92.386135,5005,KEYSTONE APARTMENTS,777 HWY 201 NORTH,,,"MOUNTAIN HOME,",AR,72653,45,FA,0,,Y,1/1/2040,2,PROFESSIONAL PROPERTY MANAGEMENT,4/26/1989,11/23/2025,0,0,45,0,0,0,3,3,25
766493903,01,5,34.08863,-84.514161,13057,LAURELWOOD APARTMENTS,106 MEADOW ST,,,WOODSTOCK,GA,30188,50,FA,0,,N,,2,"MORROW REALTY COMPANY, INC",9/20/1985,9/20/2035,16,34,0,0,0,0,3,1,35
766537305,01,1,33.68779,-80.20685,45027,VILLAGE ST CLAIR,201 E HOSPITAL STRET, , ,MANNING,SC,29102,48,FA,0,,N,,2,LANDURA MANAGEMENT ASSO LTD,5/23/1980,5/1/2028,16,24,8,0,0,0,3,0,48
766596063,01,4,36.63363,-88.32253,21035,ESSEX DOWNS APTS,1511 DIUGUID DR,,,MURRAY,KY,42071,48,FA,0,,N,,2,VOLUNTEER MGMT,11/19/1986,11/19/2006,16,32,0,0,0,0,3,21,17
766620235,03,7,34.016853,-90.438049,28135,GRAYSON/HALE EST,BRUISTER AVENUE,,,TUTWILER,MS,38963,18,FA,0,,N,,3,UNITED MANAGEMENT & DEVELOPMENT,8/18/2000,8/18/2030,0,12,4,2,0,0,0,0,18
766656721,06,0,43.133285,-115.70179,16039,ESCOSHIO,495 N HASKETT ST,,,MOUNTAIN HOME,ID,83647,30,FA,0,,N,,2,CAMBRIDGE MANAGEMENT,5/21/1976,10/29/2027,8,16,6,0,0,0,0,1,29
766656721,05,8,43.137183,-115.676993,16039,FAIRWAY,1835 N 8TH E,,,MOUNTAIN HOME,ID,83647,18,FA,0,,N,,2,CAMBRIDGE MANAGEMENT,8/19/1974,10/29/2027,2,8,8,0,0,0,0,2,18
